name,_pac,_sho,_pas,_dri,_def,_phy,_ovr,skills,wf,positions,playstyle_plus,playstyles,att_wr,def_wr
Matteo Meisl,61,29,47,52,66,76,67,2,3,CB,None,"JOCKEY,ANTICIPATE",Low,High
Filippo Melegoni,52,54,68,68,60,56,67,2,2,"RM,CM,CAM",None,-,Medium,Medium
Carlos Mendes Gomes,82,64,60,68,31,59,67,3,3,"LM,LW",None,"RAPID,FLAIR",High,Medium
Joelson Fernandes,89,60,58,75,24,42,67,4,4,"RM,RW,LM",None,"TECHNICAL,QUICK STEP,FLAIR",Medium,Medium
Mauro Méndez,69,65,62,65,34,68,67,3,3,"ST,CAM,CF",None,-,Medium,Low
Hamza Mendyl,84,44,57,66,61,67,67,3,2,"LB,LWB",None,-,High,Medium
Teden Mengi,79,39,54,57,65,69,67,2,3,CB,None,-,Medium,High
Francisco Mera,65,64,63,68,62,69,67,2,3,"RW,CM,CDM",None,-,Medium,Medium
Umut Meraş,74,42,59,65,62,70,67,2,3,"LB,LWB",None,LONG THROW,Medium,Medium
Levent Mercan,76,62,65,68,64,50,67,2,5,"LB,LM,CM,LWB",None,-,High,Medium
Connor Metcalfe,64,59,65,68,59,77,67,3,4,"RM,RW,CDM,CM",None,-,High,Medium
Senna Miangue,57,51,66,65,65,75,67,2,3,"CB,LB,LWB",None,-,Medium,Medium
Irene Miguélez,56,44,61,62,69,66,67,2,2,CB,None,-,Medium,Medium
Alex Millán,66,68,52,66,35,61,67,3,3,"RM,ST,CF",None,-,High,Low
Arturo Mina,40,36,52,49,66,74,67,2,3,CB,None,SLIDE TACKLE,Medium,Medium
Ming Tian,85,35,56,63,61,66,67,3,3,"RB,RWB",None,-,High,Medium
Demetri Mitchell,90,61,63,66,57,67,67,3,3,"LB,LWB",None,"WHIPPED PASS,TECHNICAL,QUICK STEP",High,Medium
Marco Modolo,58,46,50,48,66,76,67,2,4,CB,None,-,Medium,High
Rafinha,74,65,64,68,39,54,67,3,4,"CM,CAM",None,"DEAD BALL,INCISIVE PASS,POWER SHOT,RELENTLESS",Medium,Medium
Andrés Montero,74,65,64,68,25,61,67,3,3,"RM,RW,CAM,LW",None,-,High,Medium
Manuel Monzeglio,64,62,65,67,25,55,67,3,4,"CF,CAM",None,FLAIR,Medium,Low
Elliott Moore,33,30,45,44,66,82,67,2,2,CB,None,"BRUISER,AERIAL,ANTICIPATE",Low,High
Erik Morán,40,50,64,61,65,74,67,2,3,CDM,None,-,Medium,Medium
Giotto Morandi,77,67,63,69,52,65,67,3,3,"RW,ST,CAM,CF",None,FLAIR,Medium,Medium
Diego Moreno,62,64,60,64,62,70,67,3,3,"CDM,CAM,CM",None,-,High,Medium
Diego Moreno,72,38,56,62,63,60,67,2,3,"RB,CB,RWB",None,RAPID,Medium,Medium
Stefano Moreyra,65,43,59,63,68,64,67,2,3,"CDM,CM",None,-,Medium,Medium
Luca Moro,69,66,45,65,23,62,67,2,4,"ST,CF",None,POWER HEADER,High,Medium
Joe Morrell,70,47,67,73,59,50,67,3,4,"CM,CDM",None,INTERCEPT,Medium,Medium
Sean Morrison,37,28,40,47,67,70,67,2,2,CB,None,"POWER HEADER,LONG THROW,LONG BALL PASS,SLIDE TACKLE",Medium,High
Edwin Mosquera,83,56,61,67,17,60,67,3,3,"LM,LW",None,-,High,Medium
Faris Pemi Moumbagna,86,63,52,65,27,79,67,2,3,"ST,CF",None,RAPID,High,Medium
Owen Moxon,68,58,67,66,62,77,67,3,3,CM,None,"INTERCEPT,RELENTLESS,WHIPPED PASS,FLAIR,DEAD BALL",Medium,High
Matías Moya,76,59,63,71,51,51,67,3,3,"CAM,LM,CM,LW",None,TECHNICAL,High,Low
Rui Modesto,85,57,60,66,55,62,67,3,4,"RM,RW,RWB",None,-,Medium,Medium
Elena Mühlemann,59,57,66,65,45,60,67,2,3,"RM,RW",None,-,Medium,Medium
Alexander Mühling,65,68,68,70,53,68,67,3,4,CM,None,"PRESS PROVEN,PINGED PASS,FINESSE SHOT",Medium,Medium
Robert Mühren,63,70,61,62,41,72,67,3,4,"ST,CF",None,"TRIVELA,CHIP SHOT",Medium,Medium
Amy Muir,62,43,55,57,69,63,67,2,2,CB,None,-,Medium,Medium
Tobias Müller,68,31,49,56,66,71,67,2,3,CB,None,-,Low,Medium
Laura Muller,70,67,52,66,34,56,67,3,3,"ST,CF",None,-,Medium,Medium
Jake Mulraney,87,61,60,69,47,52,67,3,3,"RM,RW,LW",None,"QUICK STEP,RAPID",High,Medium
Maurice Multhaup,88,58,62,69,53,63,67,3,3,"CAM,RM,RW,RWB",None,"QUICK STEP,RAPID",Medium,Medium
Jorge Félix,66,64,65,68,29,49,67,4,4,"LW,LM,CAM",None,"TECHNICAL,CHIP SHOT",Medium,Low
Miki Muñoz,55,56,65,64,67,76,67,2,3,"CM,CAM",None,"INCISIVE PASS,PRESS PROVEN",Medium,Medium
Juan Muñoz,61,69,54,67,21,68,67,3,3,"ST,CAM,CF,CM",None,TRIVELA,Medium,Low
Robert Murić,75,64,64,73,31,61,67,3,3,"RM,RW",None,"TECHNICAL,FINESSE SHOT",Medium,Medium
Yonatan Murillo,75,40,57,61,66,75,67,2,2,"CB,LB",None,"INTERCEPT,BLOCK",Medium,Medium
Jorge Murrugarra,58,51,60,60,63,68,67,2,3,"CDM,CM",None,-,Medium,Medium
Ahmed Musa,83,64,61,71,30,45,67,3,3,"RM,RW,LM,ST",None,TECHNICAL,Medium,Low
Visar Musliu,64,34,47,62,67,70,67,2,4,CB,None,"INTERCEPT,JOCKEY,AERIAL",Medium,Medium
Ibrahim Mustapha,90,64,59,69,40,73,67,3,2,"ST,CF",None,RAPID,Medium,Medium
Gerrit Nauber,47,35,43,47,68,73,67,2,3,CB,None,LONG THROW,Medium,High
Abdoulaye Ndiaye,61,30,46,47,67,71,67,2,2,CB,None,JOCKEY,Low,Medium
Mor Ndiaye,66,53,58,60,66,76,67,2,4,"CDM,CM",None,-,High,High
Dragoș Nedelcu,60,58,64,60,64,69,67,2,3,"CB,CDM,CM",None,"INTERCEPT,LONG BALL PASS",Low,Medium
Cristian Neguț,80,62,61,67,31,65,67,3,4,"RM,RW,LM",None,"INCISIVE PASS,RELENTLESS",Medium,Medium
Curtis Nelson,66,36,49,57,65,79,67,2,3,CB,None,"LONG THROW,LONG BALL PASS",Medium,Medium
Francisco Ramos,64,57,67,67,61,73,67,3,3,"CM,CDM",None,-,Medium,Medium
Pierre-Yves Ngawa,73,41,50,62,67,71,67,2,3,"CB,RB",None,LONG THROW,Medium,Medium
Siyabonga Ngezana,73,25,35,45,69,71,67,2,2,"CB,RB",None,-,Medium,Medium
Julien Ngoy,83,65,53,68,25,70,67,3,3,"CAM,ST,LW,CF",None,RAPID,Medium,Low
Noel Niemann,84,61,59,71,29,63,67,3,4,"RM,RW,ST",None,RAPID,High,Low
Juan Nieto,67,61,71,70,48,70,67,3,4,"CM,CAM",None,"TECHNICAL,FINESSE SHOT",Medium,Medium
Jarosław Niezgoda,79,67,52,66,34,62,67,3,5,"ST,CF",None,-,Medium,Medium
Branislav Niňaj,45,28,51,41,66,80,67,2,3,CB,None,"JOCKEY,SLIDE TACKLE",Medium,Medium
Dan Nistor,64,65,68,67,59,69,67,3,4,"CM,CAM,CDM",None,LONG BALL PASS,Medium,Medium
Justin Njinmah,91,65,55,69,24,54,67,3,3,"ST,CF",None,"QUICK STEP,RAPID,FINESSE SHOT",Medium,Low
Ygor Nogueira,46,30,45,48,65,77,67,2,3,CB,None,LONG BALL PASS,Low,Medium
Jefferson,69,56,64,68,60,70,67,3,2,"CM,CDM",None,-,Medium,Medium
Sam Nombe,91,66,54,66,31,70,67,2,4,"ST,CF",None,"QUICK STEP,RAPID",High,Medium
Simen Bolkan Nordli,69,62,66,67,49,65,67,3,3,"LM,LW,CF",None,"TRICKSTER,TECHNICAL,FLAIR",High,Medium
Marius Noubissi,79,66,54,66,35,79,67,2,4,"ST,CF",None,-,High,Medium
Joel Nouble,77,62,59,71,29,76,67,3,3,"RW,LM,ST,LW",None,"POWER HEADER,FLAIR",High,Low
Emmanuel Ntim,81,25,53,55,68,73,67,2,2,CB,None,BLOCK,Medium,Medium
Cristian Núñez,71,49,63,67,60,77,67,2,3,"CDM,CM",None,-,Low,High
Ché Nunnely,90,55,56,70,25,59,67,3,3,"RM,RW",None,"RAPID,FLAIR",Medium,Medium
Paudie O'Connor,50,25,40,49,65,82,67,2,3,CB,None,"INTERCEPT,AERIAL",Medium,Medium
Cas Odenthal,61,32,54,58,67,71,67,2,3,CB,None,"BRUISER,ANTICIPATE",Medium,Medium
Sandi Ogrinec,70,58,64,68,46,65,67,3,3,"CM,CAM",None,-,Medium,Medium
Noah Ohio,89,66,50,65,25,69,67,2,3,"ST,CF",None,RAPID,High,Medium
Shinji Okazaki,47,67,66,69,50,64,67,3,4,"LM,ST,CAM",None,POWER HEADER,Medium,High
Jonathan Okita,85,66,62,73,22,68,67,4,4,"LM,ST,CF",None,"TECHNICAL,FLAIR,FINESSE SHOT",High,Low
Olasagasti,61,61,65,61,64,69,67,2,3,CM,None,-,Medium,Medium
Roberto Alves,75,67,68,68,43,64,67,2,3,"CM,CAM",None,"RELENTLESS,TRIVELA,FINESSE SHOT",High,Medium
Yuri Ribeiro,76,51,66,66,67,66,67,3,3,"CB,LB,LWB",None,-,High,Medium
Martin Olsson,63,61,65,64,65,72,67,3,2,"CB,LB,LWB",None,-,Medium,Medium
Raul Opruț,82,36,55,62,61,73,67,2,3,"LB,LWB",None,"LONG THROW,BLOCK",Medium,Medium
Christian Ordoñez,68,44,63,64,62,65,67,2,3,"CDM,CM",None,-,Medium,Medium
Gaetano Oristanio,87,63,65,70,41,49,67,3,3,"LM,CF,CAM",None,TRIVELA,Medium,Medium
Franco Orozco,80,63,61,71,30,43,67,4,3,"RM,LM,LW",None,TECHNICAL,Medium,Medium
Marcelo Ortíz,65,25,53,57,65,74,67,2,2,"CB,RB",None,-,Medium,Medium
Juanto Ortuño,71,67,56,68,22,63,67,4,3,"RM,LM,ST,CF",None,-,Medium,Low
Jordi Osei-Tutu,88,60,59,70,59,62,67,3,3,"RM,RB,LB,RW",None,"QUICK STEP,RAPID",Medium,Medium
Takuto Oshima,65,53,67,70,55,58,67,4,3,CM,None,"TECHNICAL,FLAIR",Medium,Medium
Anna Oskarsson,69,46,56,64,66,55,67,3,3,"RB,RWB",None,-,Medium,Medium
Caner Osmanpaşa,45,32,50,49,69,69,67,2,2,CB,None,INTERCEPT,Low,High
Philip Otele,89,56,58,70,27,67,67,3,3,"RM,LM,LW",None,RAPID,Medium,Medium
David Otto,70,66,55,66,27,62,67,3,3,"ST,CF",None,-,High,Medium
Amine Oudrhiri,67,47,69,70,59,63,67,3,3,"CM,CDM",None,LONG BALL PASS,Medium,Medium
Samuel Oum Gouet,52,53,63,63,64,77,67,2,3,"CDM,CM",None,-,Medium,High
Elisha Owusu,62,52,62,65,65,67,67,2,3,"CDM,CM",None,-,Medium,Medium
Godfried Ayesu Owusu Frimpong,71,39,55,64,65,65,67,2,2,"LB,LWB",None,-,Medium,Medium
Braian Oyola,72,61,62,69,40,53,67,3,2,"RM,RW,CAM",None,INCISIVE PASS,Medium,Medium
Şener Özbayraklı,70,56,63,66,63,68,67,3,2,"RB,RWB",None,LONG THROW,Medium,Medium
Tobias Pachonik,72,47,58,63,62,78,67,3,2,"RB,LWB,RWB",None,-,High,Medium
Torge Paetow,62,30,45,51,68,70,67,2,5,"CB,RB",LONG THROW,AERIAL,Medium,High
Simone Pafundi,78,65,66,73,46,48,67,3,3,"RM,CAM",None,"TRIVELA,TECHNICAL,FLAIR,FINESSE SHOT",High,Medium
Matías Palacios,68,58,68,71,46,50,67,4,3,"CM,CAM",None,"LONG BALL PASS,TRIVELA",Medium,Medium
Jhon Alexander Palacios,58,21,45,46,67,74,67,2,2,CB,None,-,Medium,Medium
Antonios Papadopoulos,65,30,46,57,64,81,67,2,3,"CB,CDM",None,BRUISER,Medium,High
Giannis Papanikolaou,72,56,63,68,63,76,67,2,3,"CB,CM",None,-,Low,High
Gaëtan Paquiez,70,45,59,62,63,73,67,2,3,"RB,LB,CB,RWB",None,-,Medium,Medium
Park Yong Woo,58,57,61,60,63,78,67,2,3,"CDM,CM",None,"INTERCEPT,SLIDE TACKLE,RELENTLESS",Medium,Medium
Troy Parrott,76,64,61,70,44,65,67,3,4,"RW,ST,CF",None,FINESSE SHOT,High,High
Lóránd Pászka,80,40,61,63,59,58,67,2,3,"RB,LB,LWB",None,RAPID,High,High
Bjørn Paulsen,47,58,54,55,66,80,67,2,3,CB,None,"POWER HEADER,LONG THROW,BRUISER,AERIAL",High,Medium
Bartłomiej Pawłowski,82,65,63,68,28,62,67,3,3,"LM,LW,CF",None,"TRIVELA,TECHNICAL,DEAD BALL,FLAIR",High,Medium
Nicolás Paz,65,39,54,59,65,72,67,2,4,"CB,LB,RB",None,LONG THROW,Medium,High
Aleksa Pejić,50,45,56,61,66,74,67,2,3,CDM,None,"INTERCEPT,AERIAL",Low,High
Bryan Pelé,83,60,66,68,39,51,67,3,3,"RM,RW,LM",None,CHIP SHOT,Medium,Medium
Matthew Pennington,65,33,56,52,67,74,67,2,3,CB,None,"LONG THROW,LONG BALL PASS,ANTICIPATE",High,High
Adrian Nilsen Pereira,81,59,58,67,59,69,67,3,3,"LB,LWB",None,RAPID,High,High
Elías Pereyra,74,32,54,64,63,59,67,2,3,"LB,LWB",None,-,Medium,Medium
Manuel Perez,72,52,63,66,62,75,67,3,3,"CDM,CM",None,-,Medium,Medium
María Pérez,72,55,63,70,58,59,67,3,2,CM,None,-,Medium,Medium
Mauro Perković,73,30,51,58,69,70,67,2,2,"CB,LB",None,-,Medium,High
Adam Phillips,73,63,67,67,60,64,67,3,3,CM,None,"SLIDE TACKLE,DEAD BALL",Medium,Medium
Fabian Piasecki,76,68,58,64,35,77,67,3,3,"ST,CF",None,-,Medium,Medium
Juan de Dios Pintado,83,35,52,67,62,56,67,2,3,"RB,RWB",None,-,Medium,Medium
Bruno Paz,72,55,67,70,64,72,67,3,3,"CM,CDM",None,-,Medium,High
Mattie Pollock,60,23,43,45,65,78,67,2,2,CB,None,-,Low,High
Pomares,71,53,59,59,64,70,67,2,3,"LB,LM,LWB",None,"AERIAL,BLOCK",Medium,Medium
Mihai Popescu,56,31,48,55,64,71,67,2,3,CB,None,"INTERCEPT,SLIDE TACKLE",Medium,Medium
Boris Popovic,58,33,49,50,66,67,67,2,2,CB,None,AERIAL,Medium,Medium
Segundo Portocarrero,86,59,60,66,62,59,67,3,3,"RM,LB,LM,LWB",None,RAPID,High,Medium
Virgiliu Postolachi,69,67,54,61,33,72,67,2,3,"RM,ST,CF",None,-,High,Medium
Marvin Potzmann,71,62,61,67,64,67,67,3,3,"RM,RB,LM,RWB",None,-,Medium,High
Beñat Prados,62,58,63,66,71,54,67,2,3,"CB,CM,CDM",None,"LONG BALL PASS,TRIVELA",Medium,Medium
Ijiel Protti,79,62,60,68,24,59,67,3,2,"RM,RW,LM,CAM",None,-,Medium,Medium
Ruben Providence,83,64,56,77,29,53,67,4,3,"LM,ST,CF",None,"TECHNICAL,FIRST TOUCH",High,Low
Stephen Quemper,79,35,60,66,61,72,67,2,3,"LB,LWB",None,-,High,Medium
Leopold Querfeld,61,40,47,50,65,77,67,2,3,CB,None,AERIAL,Low,High
Domingos Quina,68,66,65,71,44,47,67,3,3,"LW,LM,CAM,CM",None,FLAIR,Medium,Medium
Jhonny Quiñónez,79,62,65,68,61,73,67,2,3,"RM,CDM,CM",None,RAPID,Medium,Medium
Sergio Quiroga,72,57,68,71,51,56,67,3,3,"LM,CM,CAM",None,-,Medium,Medium
Álvaro Quiroga,65,57,70,64,58,64,67,3,3,CM,None,RELENTLESS,Medium,High
Kasim Rabihic,77,64,63,71,29,59,67,3,5,"CF,ST",None,"TRIVELA,TECHNICAL,FLAIR",Medium,Low
Bogdan Racovițan,75,32,38,44,67,75,67,2,2,CB,None,-,Medium,Medium
Josip Radošević,54,59,60,57,66,79,67,2,3,CDM,None,"SLIDE TACKLE,ANTICIPATE",Medium,Medium
Hamza Rafia,65,64,65,72,29,64,67,3,3,"RW,CAM",None,TECHNICAL,High,Medium
Baba Rahman,70,53,62,66,64,69,67,3,3,"LB,LWB",None,-,Medium,Medium
Jukka Raitala,59,47,65,64,65,72,67,2,5,"CB,LB,RB",None,LONG THROW,Medium,High
Eric Ramírez,80,66,60,68,28,59,67,3,2,"RM,ST,CAM,CF",None,-,Medium,Low
Eric Ramírez,67,67,50,61,29,71,67,2,4,"ST,CF",None,FINESSE SHOT,High,Medium
Dani Ramírez,66,64,67,69,36,56,67,3,4,"CM,CAM",None,"TECHNICAL,FLAIR",High,Low
Luís Martins,68,60,66,65,62,63,67,3,2,"CB,LB,LM,LWB",None,-,High,Medium
Mathias Rasmussen,74,61,66,70,62,66,67,3,3,"CM,CAM",None,RELENTLESS,High,High
Mathias Hebo Rasmussen,51,61,67,64,57,71,67,3,3,CM,None,"LONG BALL PASS,TECHNICAL",High,Medium
Vadim Rață,72,62,65,68,62,73,67,3,4,"CM,CF",None,"INCISIVE PASS,RELENTLESS",High,Medium
Nicola Rauti,66,67,52,65,25,58,67,3,4,"ST,CF",None,POWER HEADER,Medium,Low
Raimundo Rebolledo,72,26,54,65,63,63,67,3,2,"RB,RWB",None,-,Medium,Medium
Luciano Recalde,54,29,42,51,69,70,67,2,3,CB,None,-,Medium,Medium
Constantin Reiner,40,29,54,40,66,78,67,2,2,"CB,RWB",None,POWER HEADER,Medium,High
Cafú,58,69,62,65,63,76,67,3,3,"CDM,CAM",None,-,Medium,High
Giacomo Ricci,65,34,55,61,65,64,67,3,2,"LB,LWB",None,-,Medium,Medium
Clemens Riedel,43,27,46,54,69,64,67,2,3,CB,None,-,Medium,Medium
Florian Rieder,75,53,63,68,49,65,67,3,4,"LM,LW",None,TECHNICAL,Medium,High
Jonathan Ring,79,61,65,68,47,68,67,3,3,"RM,RW,CF",None,"TECHNICAL,FINESSE SHOT",Medium,Medium
Hansell Riojas,60,33,50,57,66,72,67,2,3,"CB,LB,RB",None,"INTERCEPT,LONG BALL PASS",Medium,High
Braian Rivero,60,43,62,66,63,68,67,2,2,"CDM,CM",None,-,Medium,Medium
Cristian Riveros,33,59,65,62,66,64,67,3,3,"CM,CDM",None,-,Medium,Medium
Blás Riveros,77,36,59,71,59,66,67,3,3,"LB,LWB",None,"RAPID,ANTICIPATE",High,Medium
Calogero Rizzuto,75,52,60,67,58,72,67,3,3,"LB,LWB,RWB",None,FLAIR,Medium,High
Carlos Roca,81,39,59,63,62,73,67,2,2,"LB,LWB",None,-,Medium,High
Valentín Rodríguez,79,54,56,69,57,63,67,3,3,"LB,LM,LW,LWB",None,"QUICK STEP,RAPID",High,Low
Luciano Rodríguez,78,72,58,71,37,71,67,3,4,"RM,RW,LW,ST",None,"TECHNICAL,FLAIR",High,Low
Kevin Rodríguez,79,64,56,68,25,67,67,4,3,"ST,CF",None,"TRICKSTER,FLAIR",High,Medium
Alexis Rodríguez,74,64,59,70,48,59,67,3,3,"RM,ST,CAM",None,-,Medium,Medium
Tachi,51,29,46,48,68,58,67,2,3,"CB,RB",None,-,Low,Medium
Jack Rodwell,64,64,63,65,65,72,67,3,3,"CB,CDM,CM",None,"JOCKEY,SLIDE TACKLE,ANTICIPATE",High,Medium
Žan Rogelj,79,51,61,68,58,64,67,3,3,"RM,RW,RWB",None,-,High,High
Morgan Rogers,77,64,60,68,40,65,67,3,4,"LW,LM,ST",None,"TECHNICAL,FLAIR",High,Medium
Alex Roldan,73,56,64,67,60,69,67,3,2,"RM,RB,RWB",None,"JOCKEY,ANTICIPATE",High,High
Filippo Romagna,45,32,49,56,70,57,67,2,3,CB,None,-,Low,High
Mahlon Romeo,82,47,60,64,62,69,67,2,3,"RB,RWB",None,LONG THROW,High,Medium
Ángel Romero,65,62,64,70,62,70,67,2,2,"CB,CDM,CM",None,ANTICIPATE,Low,Medium
Iván Romero,85,64,58,72,43,59,67,3,3,"RM,LM,ST,CF",None,-,Medium,Medium
Romero,87,57,60,70,34,43,67,3,3,"RM,LM,CAM,LW",None,RAPID,Medium,Medium
Shaun Rooney,73,53,60,64,60,85,67,2,3,"RB,RWB",None,"AERIAL,JOCKEY,LONG THROW,BRUISER,POWER HEADER,RAPID",High,Low
Daan Rots,81,61,60,69,34,60,67,3,3,"RM,RW",None,"TRIVELA,RAPID",Medium,Medium
Matteo Rover,74,66,59,70,40,63,67,4,4,"RM,LM,LW",None,TECHNICAL,High,Medium
Jimmy Roye,65,64,64,68,63,69,67,3,3,"CDM,CM",None,-,High,High
Donat Rrudhani,76,64,63,67,37,66,67,3,3,"RM,RW,CM",None,FINESSE SHOT,High,Medium
Rubio Rubin,74,65,61,68,28,67,67,3,3,"ST,CF",None,-,High,Medium
Espen Ruud,53,64,70,65,63,70,67,2,3,"RB,RWB",None,DEAD BALL,High,Medium
Matěj Ryneš,76,62,64,69,50,59,67,2,3,"LM,LW",None,-,Medium,Medium
Jonathan Sabbatini,54,61,69,68,61,66,67,3,3,"CM,CDM",None,-,Medium,Medium
Emmanuel Sabbi,91,61,56,70,38,59,67,4,4,"RM,RW,ST",None,"QUICK STEP,RAPID,FLAIR",High,Low
Thomas Sabitzer,76,64,60,70,27,66,67,3,3,"RW,ST,CAM,CF",None,-,Medium,Medium
Loret Sadiku,35,57,57,60,66,66,67,2,3,"CB,CDM,CM",None,-,Medium,High
Ole Christian Sæter,69,67,51,62,29,77,67,2,5,"ST,CF",None,-,High,Medium
Ibrahim Said,83,57,58,71,24,46,67,3,2,"RM,RW,LW",None,TECHNICAL,Medium,Low
Rafiki Saïd,80,63,57,73,24,44,67,3,5,"LM,ST,LW",None,RAPID,Medium,Medium
Dylan Saint-Louis,83,64,61,70,31,62,67,4,4,"RM,LM,RW,LW",None,TECHNICAL,High,Medium
Íñigo Sainz-Maza,72,36,58,65,64,69,67,2,3,"RB,CDM,CM",None,ANTICIPATE,Medium,Medium
Horacio Salaberry,38,33,38,38,72,62,67,2,2,CB,None,SLIDE TACKLE,Medium,Medium
Anass Salah-Eddine,77,35,62,67,62,65,67,3,3,"LB,CDM,LWB",None,-,High,Medium
Salinas,68,40,56,64,63,59,67,2,2,"LB,LWB",None,-,Medium,Medium
Benedikt Saller,78,51,61,64,63,66,67,3,3,"RB,RWB",None,LONG BALL PASS,High,Medium
Emil Salomonsson,69,65,65,65,63,67,67,2,3,"RM,RB,RWB",None,-,High,Low
Jhon Sánchez,80,56,61,65,57,66,67,3,3,"RM,RW,LW",None,-,Medium,Medium
Felipe Sánchez,62,28,49,45,69,72,67,2,2,CB,None,-,Low,Medium
Isaías,43,53,65,70,61,73,67,3,3,"CDM,CM",None,"INTERCEPT,LONG BALL PASS,ANTICIPATE",Medium,Medium
Sam Sanna,71,56,66,71,62,57,67,2,3,"CM,RWB",None,-,Low,Medium
Iván Santillán,73,59,65,67,62,65,67,3,2,"LB,LM,LWB",None,-,Medium,High
Ivan Santini,41,71,53,56,40,73,67,3,3,"ST,CF",None,-,Medium,Medium
Cristian Săpunaru,41,62,64,58,66,76,67,2,3,CB,None,"LONG THROW,BRUISER,SLIDE TACKLE",Medium,High
Rodrigo Saravia,67,49,61,55,64,76,67,2,3,"CDM,CM",None,-,Medium,Medium
Veysel Sarı,48,52,55,50,67,75,67,2,2,CB,None,"BRUISER,SLIDE TACKLE",Medium,High
Elvis Sarić,65,60,67,69,62,70,67,3,3,"CM,CDM",None,"TRIVELA,PINGED PASS,INCISIVE PASS,FINESSE SHOT,PRESS PROVEN",High,High
Jeremy Sarmiento,79,62,63,69,29,54,67,3,3,"RM,RW,LM,CAM",None,TECHNICAL,Medium,Medium
Darío Sarmiento,77,62,61,74,39,42,67,3,3,"RM,RW,LW",None,RAPID,High,Medium
Romaine Sawyers,64,60,67,68,58,66,67,3,3,"CM,CDM",None,"TRIVELA,FLAIR",Medium,High
Franco Sbuttoni,42,31,46,45,66,76,67,2,2,CB,None,-,Low,High
Aurélien Scheidler,51,68,51,61,31,77,67,2,2,"ST,CF",None,-,High,Low
Lukas Schleimer,65,59,63,70,41,45,67,3,3,"LW,CF,CAM",None,TECHNICAL,Medium,Medium
Dominik Schmid,77,53,68,64,58,69,67,3,5,"LB,LM,LWB",None,"WHIPPED PASS,LONG BALL PASS",Medium,Medium
Kenneth Schmidt,76,26,49,52,67,70,67,2,4,CB,None,JOCKEY,High,Medium
Luca Schnellbacher,84,65,50,65,38,67,67,3,4,"LM,ST,CF",None,"QUICK STEP,RAPID,FINESSE SHOT",Medium,Medium
Kevin Schumacher,84,62,59,67,29,69,67,2,3,"LM,LW",None,RAPID,High,High
Marco Schuster,60,53,59,66,63,73,67,2,3,"RM,CDM,CM",None,"SLIDE TACKLE,RELENTLESS",Medium,High
Sebastian S. Sebulonsen,82,60,59,64,58,74,67,2,2,"RB,RWB",None,"POWER HEADER,WHIPPED PASS,LONG THROW",Medium,Medium
Ayumu Seko,58,36,52,56,68,71,67,2,2,CB,None,LONG BALL PASS,Medium,Medium
Boris Sekulić,67,32,60,61,64,69,67,2,2,"RB,RWB",None,"LONG THROW,ANTICIPATE",Medium,High
Seo Min Woo,60,51,60,63,65,79,67,2,3,"CM,CDM",None,"INTERCEPT,INCISIVE PASS,LONG BALL PASS",Medium,High
Matías Sepúlveda,73,66,65,69,57,68,67,4,3,"CM,CAM",None,POWER SHOT,Medium,Medium
Francho Serrano,61,58,67,69,57,66,67,2,4,"RM,CM",None,PRESS PROVEN,Medium,Medium
Riyadh Sharahili,58,52,57,63,63,77,67,2,3,"CDM,CM",None,-,High,Medium
Jamil Siebert,69,33,48,50,65,79,67,2,3,CB,None,"JOCKEY,BRUISER,AERIAL",Medium,Medium
Grego Sierra,52,50,53,57,68,70,67,2,3,CB,None,-,Medium,Medium
Danylo Sikan,79,68,49,65,26,58,67,2,2,"ST,CF",None,-,Medium,Medium
Pedro Siles,58,56,63,62,65,72,67,3,3,"CDM,CM",None,ANTICIPATE,Medium,Medium
Marcelo Silva,32,38,52,53,65,79,67,2,3,CB,None,"POWER HEADER,SLIDE TACKLE",Medium,Medium
Aral Şimşir,77,62,61,71,36,60,67,4,4,"LM,ST,LW",None,"TRICKSTER,TECHNICAL,FLAIR",High,Medium
Per Ciljan Skjelbred,52,53,66,68,65,63,67,3,3,CM,None,SLIDE TACKLE,Medium,Medium
Anis Slimane,66,59,62,69,58,77,67,4,4,"CM,CAM",None,"TECHNICAL,FLAIR",Medium,Low
Paul Smyth,89,61,57,70,31,55,67,3,2,"RM,LM,LW",None,"LONG THROW,RAPID",High,Medium
Soberón,68,66,56,67,33,51,67,3,3,"ST,CF",None,-,High,Medium
Patryk Sokołowski,61,49,61,66,64,71,67,3,3,"CDM,CM",None,-,Medium,High
Wilfredo Soleto,66,30,52,54,65,76,67,2,3,"CB,RB",None,-,Medium,High
Michael Sollbauer,54,28,45,51,66,77,67,2,3,CB,None,"JOCKEY,BLOCK",Medium,Medium
Patrick Sontheimer,64,51,64,71,61,63,67,3,3,"CM,CDM",None,"INCISIVE PASS,PRESS PROVEN,RELENTLESS",High,High
Sondre Sørli,90,58,60,66,53,55,67,3,2,"RM,RW",None,-,High,Medium
Samuel Sosa,77,69,62,70,41,57,67,3,3,"LM,LW",None,-,Medium,Medium
Sebastián Sosa Sánchez,59,67,45,63,24,70,67,2,2,"ST,CF",None,-,High,Low
Nicolás Sosa Sánchez,72,66,53,59,33,57,67,2,2,"RM,ST,CF",None,-,High,Low
Moussa Soumano,75,69,51,62,27,64,67,2,3,"ST,CF",None,-,Medium,Medium
Caio Alexandre,66,61,65,71,63,61,67,2,3,"CM,CDM",None,"LONG BALL PASS,TRIVELA",High,High
